Episode,Average Reward
1,-0.0029316406249999985
2,-0.002087890625
3,-0.0028749999999999978
4,-0.0038046875000000003
5,-0.002929687499999997
6,-0.0028398437500000004
7,-0.003031249999999995
8,-0.0028769531249999967
9,-0.002851562499999999
10,-0.0036679687499999955
11,-0.0028593749999999995
12,-0.003232421875000001
13,-0.0018769531250000015
14,-0.0027324218750000005
15,-0.003003906249999999
16,-0.0020292968750000007
17,-0.0027851562499999986
18,-0.0028847656250000006
19,-0.0028203124999999986
20,-0.0027617187500000003
21,-0.0028105468749999992
22,-0.0028007812500000016
23,-0.0027343750000000003
24,-0.001289062500000001
25,-0.0027656250000000007
26,-0.002750000000000002
27,-0.002751953125000001
28,-0.0027499999999999994
29,-0.002742187500000001
30,-0.00399609375
31,-0.002138671875000001
32,-0.0027441406250000022
33,-0.003476562500000002
34,-0.0027890624999999994
35,-0.0027519531250000014
36,-0.002878906250000001
37,-0.002753906250000001
38,-0.002728515625000001
39,-0.0027968749999999986
40,-0.0028027343750000005
41,-0.0028789062499999987
42,-0.002412109375
43,-0.0028105468749999992
44,-0.002796874999999998
45,-0.0028457031249999993
46,-0.0018437500000000014
47,-0.00042578125000000027
48,-0.0027949218749999997
49,-0.0034589843749999972
50,-0.0028125
51,-0.003126953125
52,-0.0027500000000000016
53,-0.0011386718750000008
54,-0.0034062499999999965
55,-0.0028105468749999997
56,-0.0028046874999999986
57,-0.002535156249999997
58,-0.002878906249999997
59,-0.0028320312499999986
60,-0.0027968749999999986
61,-0.002640624999999997
62,-0.0032109374999999968
63,-0.0019550781250000015
64,-0.0035644531249999995
65,-0.0028906249999999987
66,-0.002224609374999999
67,-0.001318359375000001
68,-0.0023749999999999965
69,-0.0027480468749999983
70,-0.0018867187500000015
71,-0.0019492187500000015
72,-0.0003300781250000002
73,-0.002150390625000001
74,-0.0017929687500000014
75,-0.001314453125000001
76,-0.001314453125000001
77,-0.0009062500000000007
78,-0.0009863281250000007
79,-0.0007968750000000006
80,-0.0011250000000000008
81,-0.0011035156250000008
82,-0.0009238281250000007
83,-0.001357421875000001
84,-0.0005585937500000004
85,-0.0005175781250000004
86,-0.00024023437500000019
87,-0.0005996093750000004
88,-0.0009375000000000007
89,-0.001296875000000001
90,-0.0003828125000000003
91,-0.0003515625000000002
92,-0.0007070312500000005
93,-0.00028906250000000015
94,-0.0006796875000000005
95,-0.0003945312500000003
96,-0.0005781250000000004
97,-0.00042187500000000027
98,-0.00046289062500000036
99,-0.0005019531250000003
100,-0.0003320312500000002
