Episode,Average Reward
1,-0.002923828124999995
2,-0.002890624999999995
3,-0.0029433593749999968
4,-0.002882812499999996
5,-0.002910156249999998
6,-0.002871093749999998
7,-0.0029335937499999957
8,-0.002853515624999997
9,-0.002824218749999999
10,-0.003710937499999996
11,-0.0028945312499999987
12,-0.0028554687499999995
13,-0.002865234374999999
14,-0.002878906249999999
15,-0.003085937499999995
16,-0.0029121093749999976
17,-0.0028398437499999973
18,-0.0028222656249999993
19,-0.0028085937499999995
20,-0.002833984374999999
21,-0.002914062499999999
22,-0.0028828124999999982
23,-0.002839843749999997
24,-0.0028593749999999973
25,-0.0028535156249999993
26,-0.0028789062499999982
27,-0.0025390624999999984
28,-0.002845703124999999
29,-0.0028281250000000003
30,-0.002828125000000001
31,-0.0027832031249999997
32,-0.0028632812499999978
33,-0.002902343749999998
34,-0.002855468749999999
35,-0.0027968750000000003
36,-0.0027910156250000005
37,-0.00283984375
38,-0.0028281249999999986
39,-0.002861328124999997
40,-0.0028613281250000006
41,-0.002841796874999999
42,-0.0027695312500000016
43,-0.002847656249999998
44,-0.002847656249999997
45,-0.0027851562500000003
46,-0.0028515624999999965
47,-0.001998046875000001
48,-0.0028281249999999986
49,-0.0029257812499999974
50,-0.0028925781249999976
51,-0.0028300781249999967
52,-0.0028886718749999984
53,-0.002902343749999999
54,-0.0029218749999999965
55,-0.0029199218749999954
56,-0.002900390624999996
57,-0.0029453124999999957
58,-0.0028925781249999993
59,-0.0029199218749999963
60,-0.0029082031249999963
61,-0.0029023437499999982
62,-0.0034765624999999944
63,-0.0028574218749999984
64,-0.0035605468749999995
65,-0.0028691406249999993
66,-0.0028535156249999993
67,-0.002871093749999998
68,-0.0028554687499999965
69,-0.002773437500000001
70,-0.002736328125000001
71,-0.0027714843750000014
72,-0.002750000000000001
73,-0.002720703125000001
74,-0.002734375000000002
75,-0.0027421874999999994
76,-0.002726562500000002
77,-0.002773437500000001
78,-0.00330078125
79,-0.002775390624999999
80,-0.0027578125000000003
81,-0.0027734374999999994
82,-0.0027499999999999994
83,-0.0028105468749999997
84,-0.0027421874999999994
85,-0.002757812500000002
86,-0.0027441406250000014
87,-0.0027500000000000003
88,-0.0027714843750000014
89,-0.00276171875
90,-0.0027519531250000014
91,-0.002796875000000002
92,-0.0027636718750000022
93,-0.00275
94,-0.0027753906249999988
95,-0.0027382812500000016
96,-0.002777343750000001
97,-0.002734375000000002
98,-0.002751953125000001
99,-0.002728515625
100,-0.002718750000000001
101,-0.002718750000000002
102,-0.002726562500000001
103,-0.002710937500000002
104,-0.002695312500000001
105,-0.002710937500000002
106,-0.002710937500000002
107,-0.0027109375
108,-0.002695312500000002
109,-0.002695312500000002
110,-0.002703125000000002
111,-0.002687500000000002
112,-0.002687500000000002
113,-0.002687500000000002
114,-0.002687500000000002
115,-0.002710937500000002
116,-0.002703125000000002
117,-0.002703125000000002
118,-0.002695312500000002
119,-0.002695312500000001
120,-0.002697265625000002
121,-0.002703125000000002
122,-0.002695312500000002
123,-0.002687500000000002
124,-0.002703125000000002
125,-0.002687500000000002
126,-0.002703125000000002
127,-0.002703125000000001
128,-0.002687500000000002
129,-0.002687500000000002
130,-0.002703125000000001
131,-0.002687500000000002
132,-0.002703125000000001
133,-0.002710937500000002
134,-0.002703125000000002
135,-0.002695312500000001
136,-0.002703125000000002
137,-0.002695312500000002
138,-0.002695312500000002
139,-0.002710937500000001
140,-0.002687500000000002
141,-0.002703125000000002
142,-0.002707031250000002
143,-0.002687500000000002
144,-0.002695312500000002
145,-0.002695312500000002
146,-0.002710937500000001
147,-0.002695312500000001
148,-0.002703125000000001
149,-0.002695312500000002
150,-0.002687500000000002
151,-0.002695312500000002
152,-0.002695312500000002
153,-0.002710937500000001
154,-0.002726562500000001
155,-0.002687500000000002
156,-0.002710937500000001
157,-0.002703125000000002
158,-0.002703125000000002
159,-0.002695312500000002
160,-0.002695312500000002
161,-0.002695312500000002
162,-0.002687500000000002
163,-0.002687500000000002
164,-0.002687500000000002
165,-0.002703125000000002
166,-0.002687500000000002
167,-0.002687500000000002
168,-0.002695312500000002
169,-0.002703125000000002
170,-0.002687500000000002
171,-0.002687500000000002
172,-0.002695312500000002
173,-0.002687500000000002
174,-0.002687500000000002
175,-0.002687500000000002
176,-0.002687500000000002
177,-0.002687500000000002
178,-0.002695312500000002
179,-0.002687500000000002
180,-0.002687500000000002
181,-0.002695312500000002
182,-0.002687500000000002
183,-0.002695312500000002
184,-0.002710937500000002
185,-0.002687500000000002
186,-0.002687500000000002
187,-0.002687500000000002
188,-0.002703125000000002
189,-0.002687500000000002
190,-0.002695312500000002
191,-0.002687500000000002
192,-0.002687500000000002
193,-0.002687500000000002
194,-0.002687500000000002
195,-0.002695312500000002
196,-0.002687500000000002
197,-0.002687500000000002
198,-0.002687500000000002
199,-0.002687500000000002
200,-0.002703125000000001
