Episode,Average Reward
1,-0.006414062500000004
2,-0.006757812499999973
3,-0.007140624999999996
4,-0.006031249999999973
5,-0.007128906249999982
6,-0.0076640625
7,-0.007179687500000002
8,-0.006421874999999991
9,-0.006429687500000001
10,-0.006578124999999979
11,-0.007488281250000004
12,-0.006033203124999994
13,-0.006335937499999971
14,-0.0063398437499999705
15,-0.005699218749999982
16,-0.006984374999999989
17,-0.006406250000000004
18,-0.007318359374999977
19,-0.006414062500000003
20,-0.007019531249999977
21,-0.007042968749999972
22,-0.0056132812499999725
23,-0.006246093749999976
24,-0.004976562500000003
25,-0.0020156250000000014
26,-0.00515625
27,-0.005371093749999979
28,-0.0048359374999999965
29,-0.004609374999999999
30,-0.00483203125
31,-0.0026953124999999994
32,-0.0035195312499999984
33,-0.003406250000000001
34,-0.0030312499999999966
35,-0.0034238281250000007
36,-0.0037968749999999977
37,-0.0034609374999999974
38,-0.002455078125
39,-0.0015605468750000012
40,-0.0020195312500000014
41,-0.0007109375000000005
42,-0.0015468750000000012
43,-0.0018593750000000012
44,-0.0018046875000000014
45,-0.001253906250000001
46,-0.0007460937500000006
47,-0.0006289062500000003
48,-0.001406250000000001
49,-0.0019179687500000015
50,-0.0011875000000000008
51,-0.0026992187499999968
52,-0.0040019531249999955
53,-0.0006347656250000005
54,-0.0017617187500000013
55,-0.0009667968750000008
56,-0.002578124999999994
57,-0.0008906250000000007
58,-0.0023574218749999945
59,-0.0027187499999999955
60,-0.001390625000000001
61,-0.0033261718749999954
62,-0.00364062499999999
63,-0.0006699218750000005
64,-0.0020039062500000005
65,-0.0019179687500000015
66,-0.0006386718750000005
67,-0.001470703125000001
68,-0.0012109375000000009
69,-0.0007226562500000005
70,-0.0006347656250000005
71,-0.0017734375000000014
72,-0.0007539062500000005
73,-0.0016464843750000012
74,-0.0010117187500000007
75,-0.001269531250000001
76,-0.0011093750000000008
77,-0.0008164062500000006
78,-0.0016914062500000013
79,-0.001490234375000001
80,-0.0009863281250000007
81,-0.0009453125000000007
82,-0.0007988281250000006
83,-0.0010996093750000008
84,-0.0008535156250000006
85,-0.0005351562500000004
86,-0.0009980468750000007
87,-0.0019433593750000015
88,-0.0017500000000000013
89,-0.001269531250000001
90,-0.0005800781250000004
91,-0.0016328125000000012
92,-0.0009023437500000007
93,-0.0015605468750000012
94,-0.001443359375000001
95,-0.0009257812500000007
96,-0.001478515625000001
97,-0.001291015625000001
98,-0.0009531250000000007
99,-0.0015351562500000011
100,-0.0015273437500000011
