Episode,Average Reward
1,-0.0030566406249999995
2,-0.0035468749999999966
3,-0.003947265624999994
4,-0.0029707031249999972
5,-0.0035664062499999975
6,-0.002904296874999999
7,-0.003464843749999993
8,-0.0033457031249999967
9,-0.0032441406249999944
10,-0.003843749999999995
11,-0.003173828124999997
12,-0.003078124999999998
13,-0.0029160156249999985
14,-0.0030468749999999975
15,-0.0033945312499999948
16,-0.004154296874999994
17,-0.0031601562499999976
18,-0.003062499999999997
19,-0.003089843749999996
20,-0.0033222656249999993
21,-0.0032968749999999973
22,-0.0029902343749999972
23,-0.0028867187499999982
24,-0.003240234374999998
25,-0.003169921874999998
26,-0.003205078124999995
27,-0.002882812499999998
28,-0.002939453124999998
29,-0.003021484374999998
30,-0.003548828124999998
31,-0.003095703124999995
32,-0.0029531249999999983
33,-0.0030058593749999972
34,-0.0030488281249999995
35,-0.0032070312499999985
36,-0.0031914062499999968
37,-0.0031816406249999965
38,-0.002886718749999999
39,-0.0031367187499999984
40,-0.003238281249999995
41,-0.003195312499999997
42,-0.003070312499999999
43,-0.002999999999999996
44,-0.003166015624999997
45,-0.003519531249999997
46,-0.0040371093749999925
47,-0.0006171875000000004
48,-0.003068359374999996
49,-0.003486328124999996
50,-0.0034667968749999964
51,-0.004550781249999988
52,-0.0030566406249999995
53,-0.0018789062500000015
54,-0.003654296874999997
55,-0.003015624999999998
56,-0.003376953124999998
57,-0.002986328124999995
58,-0.003839843749999996
59,-0.002886718749999999
60,-0.003939453124999995
61,-0.0030449218749999973
62,-0.005574218749999983
63,-0.0028749999999999978
64,-0.003681640624999998
65,-0.0039042968749999967
66,-0.002904296874999999
67,-0.003296874999999999
68,-0.003095703124999996
69,-0.002916015624999999
70,-0.002890625
71,-0.0037382812499999985
72,-0.0029726562499999974
73,-0.0032929687499999956
74,-0.003134765625
75,-0.002941406249999999
76,-0.002958984374999998
77,-0.003390624999999996
78,-0.003492187499999996
79,-0.003011718749999996
80,-0.0031660156249999983
81,-0.003246093749999997
82,-0.0033144531249999928
83,-0.003011718749999998
84,-0.0031289062499999963
85,-0.00291796875
86,-0.0029218749999999983
87,-0.0030429687499999984
88,-0.003068359374999998
89,-0.0029648437499999957
90,-0.0032714843749999975
91,-0.0029511718749999976
92,-0.003185546874999995
93,-0.0033632812499999973
94,-0.003117187499999996
95,-0.0029941406249999985
96,-0.0030996093749999986
97,-0.003333984374999997
98,-0.0030781249999999975
99,-0.0029335937499999974
100,-0.003289062499999996
