Episode,Average Reward
1,-0.003302734374999997
2,-0.0023652343749999954
3,-0.003017578124999996
4,-0.0038613281249999993
5,-0.0034023437499999943
6,-0.002935546874999998
7,-0.003515624999999992
8,-0.0028984374999999948
9,-0.003076171874999997
10,-0.0034804687499999966
11,-0.004232421874999999
12,-0.0035683593750000004
13,-0.0028417968750000006
14,-0.004335937499999999
15,-0.0035683593749999973
16,-0.003234374999999997
17,-0.003277343749999994
18,-0.003101562499999999
19,-0.0030292968749999973
20,-0.0031093749999999967
21,-0.002990234374999999
22,-0.003017578124999998
23,-0.0028632812499999986
24,-0.001484375000000001
25,-0.0037695312500000003
26,-0.003091796874999999
27,-0.0028105468749999992
28,-0.0030312499999999997
29,-0.0031777343749999996
30,-0.0034980468749999994
31,-0.003222656249999996
32,-0.002994140624999997
33,-0.003048828124999996
34,-0.003013671874999997
35,-0.0030097656249999977
36,-0.0031249999999999997
37,-0.003306640624999995
38,-0.003021484374999997
39,-0.0030429687499999966
40,-0.0030878906249999926
41,-0.0032187499999999925
42,-0.0032539062499999916
43,-0.0030976562499999945
44,-0.003292968749999992
45,-0.0032089843749999927
46,-0.0030058593749999972
47,-0.0006757812500000004
48,-0.0031933593749999935
49,-0.003025390624999995
50,-0.0031953124999999933
51,-0.0035859374999999962
52,-0.003257812499999997
53,-0.0015839843750000012
54,-0.003630859374999998
55,-0.0019277343750000015
56,-0.0032382812499999985
57,-0.0030878906249999973
58,-0.0030234374999999975
59,-0.002335937499999999
60,-0.003962890624999999
61,-0.0019628906250000015
62,-0.005384765624999982
63,-0.002439453124999997
64,-0.0023125000000000003
65,-0.0035410156249999973
66,-0.0020605468750000016
67,-0.001322265625000001
68,-0.001269531250000001
69,-0.0015000000000000011
70,-0.002357421874999999
71,-0.0024785156249999985
72,-0.0016601562500000013
73,-0.0023867187499999973
74,-0.0015644531250000012
75,-0.0015722656250000012
76,-0.002296875
77,-0.0019785156250000015
78,-0.0017031250000000013
79,-0.0006894531250000004
80,-0.0015332031250000011
81,-0.001263671875000001
82,-0.001357421875000001
83,-0.0016601562500000013
84,-0.0012304687500000009
85,-0.0007988281250000006
86,-0.0003984375000000003
87,-0.0008242187500000006
88,-0.0009023437500000007
89,-0.0017968750000000014
90,-0.0008613281250000007
91,-0.001371093750000001
92,-0.0015449218750000012
93,-0.0011035156250000008
94,-0.0008808593750000007
95,-0.001349609375000001
96,-0.0016250000000000012
97,-0.0018828125000000015
98,-0.0009531250000000007
99,-0.0019941406249999977
100,-0.0011992187500000008
