Episode,Average Reward
1,-0.006414062500000004
2,-0.006757812499999973
3,-0.007140624999999996
4,-0.006031249999999973
5,-0.007136718749999981
6,-0.007656250000000001
7,-0.007179687500000002
8,-0.006414062499999992
9,-0.006421875000000002
10,-0.006578124999999979
11,-0.007472656250000004
12,-0.006025390624999995
13,-0.005515625000000001
14,-0.0063398437499999705
15,-0.005351562499999981
16,-0.006359374999999983
17,-0.006390625000000005
18,-0.006539062499999992
19,-0.006421875000000002
20,-0.005839843749999983
21,-0.005421874999999999
22,-0.00594140624999998
23,-0.0058515625
24,-0.0030351562500000014
25,-0.00342578125
26,-0.0054609375000000005
27,-0.005566406249999975
28,-0.004777343749999983
29,-0.005289062499999975
30,-0.0047890624999999895
31,-0.002749999999999997
32,-0.004214843749999993
33,-0.0033593750000000017
34,-0.003734374999999998
35,-0.005207031249999991
36,-0.003882812499999998
37,-0.003843750000000001
38,-0.004804687499999998
39,-0.0032890624999999964
40,-0.0020976562500000006
41,-0.003380859374999998
42,-0.0021953125000000015
43,-0.002968749999999998
44,-0.004298828124999996
45,-0.0021503906250000004
46,-0.003724609374999996
47,-0.002050781250000001
48,-0.002537109374999999
49,-0.0037988281249999967
50,-0.004328124999999994
51,-0.0025898437499999962
52,-0.0028554687499999986
53,-0.002468749999999996
54,-0.0023281249999999977
55,-0.0027773437499999947
56,-0.001328125000000001
57,-0.0029277343749999954
58,-0.001355468750000001
59,-0.002449218749999998
60,-0.0032304687499999933
61,-0.0022499999999999994
62,-0.005087890624999998
63,-0.002662109374999996
64,-0.003441406249999996
65,-0.005539062499999988
66,-0.0017050781250000013
67,-0.0026054687499999945
68,-0.0027011718749999935
69,-0.002230468749999998
70,-0.0023437499999999995
71,-0.00234765625
72,-0.002382812499999998
73,-0.0025312499999999975
74,-0.0021874999999999967
75,-0.002117187499999996
76,-0.0035781249999999897
77,-0.0025156249999999983
78,-0.002574218749999999
79,-0.0032128906249999966
80,-0.0016406250000000012
81,-0.001445312500000001
82,-0.0019453125000000015
83,-0.0015058593750000011
84,-0.0022773437499999986
85,-0.0011289062500000008
86,-0.0019433593750000015
87,-0.0015703125000000012
88,-0.003101562499999993
89,-0.001359375000000001
90,-0.0029296874999999926
91,-0.001365234375000001
92,-0.0018730468750000014
93,-0.0008710937500000007
94,-0.0011718750000000008
95,-0.001298828125000001
96,-0.0020312500000000005
97,-0.001457031250000001
98,-0.0021093749999999967
99,-0.0010859375000000007
100,-0.0026464843749999965
