Episode,Average Reward
1,-0.003302734374999997
2,-0.0023417968749999962
3,-0.0030195312499999966
4,-0.0028964843749999963
5,-0.0035996093749999934
6,-0.0029062499999999982
7,-0.0034941406249999933
8,-0.0028769531249999954
9,-0.0029609374999999983
10,-0.003484374999999997
11,-0.003156249999999998
12,-0.0036933593750000005
13,-0.002873046875
14,-0.004341796874999998
15,-0.0035644531249999973
16,-0.0032792968749999958
17,-0.002460937499999994
18,-0.0030312499999999966
19,-0.0032050781249999922
20,-0.0033964843749999954
21,-0.0030351562499999966
22,-0.0030761718749999973
23,-0.0028476562500000004
24,-0.001359375000000001
25,-0.0031367187499999984
26,-0.0036523437499999963
27,-0.0028203124999999995
28,-0.0035234374999999975
29,-0.003183593749999999
30,-0.00289453125
31,-0.0031249999999999967
32,-0.0029062499999999995
33,-0.0029941406249999994
34,-0.0022011718749999996
35,-0.002986328124999998
36,-0.0026972656249999944
37,-0.0031425781249999987
38,-0.0030449218749999964
39,-0.003162109374999996
40,-0.003017578124999995
41,-0.003183593749999992
42,-0.0030449218749999942
43,-0.0031035156249999956
44,-0.003673828124999989
45,-0.0032324218749999935
46,-0.0031113281249999965
47,-0.0016679687500000013
48,-0.0032011718749999944
49,-0.003775390624999992
50,-0.003195312499999992
51,-0.003638671874999994
52,-0.0033691406249999898
53,-0.0032812499999999947
54,-0.003093749999999994
55,-0.0023222656249999975
56,-0.0034550781249999963
57,-0.003179687499999991
58,-0.0031796874999999924
59,-0.002474609374999996
60,-0.003076171874999996
61,-0.003054687499999996
62,-0.004261718749999995
63,-0.0020839843750000008
64,-0.002091796875
65,-0.0019863281250000015
66,-0.0017753906250000014
67,-0.0018613281250000014
68,-0.0016347656250000012
69,-0.0018027343750000014
70,-0.002425781250000001
71,-0.0020136718750000007
72,-0.0017226562500000013
73,-0.0019023437500000015
74,-0.0018906250000000015
75,-0.001458984375000001
76,-0.001328125000000001
77,-0.0020039062500000013
78,-0.0024238281249999985
79,-0.0015703125000000012
80,-0.0016074218750000012
81,-0.0017421875000000013
82,-0.001460937500000001
83,-0.0019414062500000015
84,-0.0020312500000000014
85,-0.0018027343750000014
86,-0.0012167968750000009
87,-0.002240234375000001
88,-0.0015546875000000012
89,-0.002214843749999998
90,-0.0021425781249999987
91,-0.0015195312500000011
92,-0.001458984375000001
93,-0.0017441406250000013
94,-0.0017050781250000013
95,-0.001423828125000001
96,-0.001386718750000001
97,-0.0015488281250000012
98,-0.0015937500000000012
99,-0.001423828125000001
100,-0.0016875000000000013
